Al,Si,Ti,V,Cr,Zr,Nb,Mo,Hf,Ta,W,Tm,delta,To,t,n,k,kinetics,reference,protective_sum,risk_sum,Al_Cr_interaction,thermal_dose,kinetics_class,log10_k,alloy_group
20.0,0.0,30.0,0.0,0.0,10.0,30.0,0.0,0.0,10.0,0.0,1862.764,0.062556568794473,1100,50,1.8,48.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (Al20Ti30Zr10Nb30Ta10)",20.0,10.0,0.0,55000,1,1.6812412373755872,Al20Ti30Zr10Nb30Ta10
20.0,0.0,30.0,0.0,0.0,10.0,30.0,0.0,0.0,10.0,0.0,1862.764,0.062556568794473,1300,1,1.7,95.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (Al20Ti30Zr10Nb30Ta10)",20.0,10.0,0.0,1300,1,1.977723605288848,Al20Ti30Zr10Nb30Ta10
20.0,0.0,30.0,0.0,0.0,10.0,30.0,0.0,0.0,10.0,0.0,1862.764,0.062556568794473,1300,12,1.7,95.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (Al20Ti30Zr10Nb30Ta10)",20.0,10.0,0.0,15600,1,1.977723605288848,Al20Ti30Zr10Nb30Ta10
20.0,0.0,30.0,0.0,0.0,10.0,30.0,0.0,0.0,10.0,0.0,1862.764,0.062556568794473,1300,24,1.7,95.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (Al20Ti30Zr10Nb30Ta10)",20.0,10.0,0.0,31200,1,1.977723605288848,Al20Ti30Zr10Nb30Ta10
9.09,0.0,18.18,0.0,0.0,18.18,18.18,0.0,18.18,18.18,0.0,2105.273088,0.0599263946684309,700,1,1.5,14.0,Parabolic,"[18] Lo et al., Sci. Reports 9(1) (2019) 7266 > Table/Fig. (Al9TiZrNbHfTa variant)",9.09,18.18,0.0,700,1,1.146128035678238,Al9TiZrNbHfTa
9.09,0.0,18.18,0.0,0.0,18.18,18.18,0.0,18.18,18.18,0.0,2105.273088,0.0599263946684309,700,24,1.5,14.0,Parabolic,"[18] Lo et al., Sci. Reports 9(1) (2019) 7266 > Table/Fig. (Al9TiZrNbHfTa variant)",9.09,18.18,0.0,16800,1,1.146128035678238,Al9TiZrNbHfTa
9.09,0.0,18.18,0.0,0.0,18.18,18.18,0.0,18.18,18.18,0.0,2105.273088,0.0599263946684309,700,48,1.5,14.0,Parabolic,"[18] Lo et al., Sci. Reports 9(1) (2019) 7266 > Table/Fig. (Al9TiZrNbHfTa variant)",9.09,18.18,0.0,33600,1,1.146128035678238,Al9TiZrNbHfTa
13.04,0.0,17.39,0.0,0.0,17.39,17.39,0.0,17.39,17.39,0.0,2042.480728,0.0658991917424672,700,1,1.8,11.0,Parabolic,"[18] Lo et al., Sci. Reports 9(1) (2019) 7266 > Table/Fig. (Al13TiZrNbHfTa variant)",13.04,17.39,0.0,700,1,1.0413926851582251,Al13TiZrNbHfTa
13.04,0.0,17.39,0.0,0.0,17.39,17.39,0.0,17.39,17.39,0.0,2042.480728,0.0658991917424672,700,24,1.8,11.0,Parabolic,"[18] Lo et al., Sci. Reports 9(1) (2019) 7266 > Table/Fig. (Al13TiZrNbHfTa variant)",13.04,17.39,0.0,16800,1,1.0413926851582251,Al13TiZrNbHfTa
13.04,0.0,17.39,0.0,0.0,17.39,17.39,0.0,17.39,17.39,0.0,2042.480728,0.0658991917424672,700,48,1.8,11.0,Parabolic,"[18] Lo et al., Sci. Reports 9(1) (2019) 7266 > Table/Fig. (Al13TiZrNbHfTa variant)",13.04,17.39,0.0,33600,1,1.0413926851582251,Al13TiZrNbHfTa
16.67,0.0,16.67,0.0,0.0,16.67,16.67,0.0,16.67,16.67,0.0,1985.450344,0.0705513536174724,700,1,2.0,10.0,Parabolic,"[18] Lo et al., Sci. Reports 9(1) (2019) 7266 > Table/Fig. (Al16.67TiZrNbHfTa variant)",16.67,16.67,0.0,700,1,1.0,Al16.67TiZrNbHfTa
16.67,0.0,16.67,0.0,0.0,16.67,16.67,0.0,16.67,16.67,0.0,1985.450344,0.0705513536174724,700,24,2.0,10.0,Parabolic,"[18] Lo et al., Sci. Reports 9(1) (2019) 7266 > Table/Fig. (Al16.67TiZrNbHfTa variant)",16.67,16.67,0.0,16800,1,1.0,Al16.67TiZrNbHfTa
16.67,0.0,16.67,0.0,0.0,16.67,16.67,0.0,16.67,16.67,0.0,1985.450344,0.0705513536174724,700,48,2.0,10.0,Parabolic,"[18] Lo et al., Sci. Reports 9(1) (2019) 7266 > Table/Fig. (Al16.67TiZrNbHfTa variant)",16.67,16.67,0.0,33600,1,1.0,Al16.67TiZrNbHfTa
17.6,2.9,5.4,0.0,25.2,0.0,15.2,20.3,0.0,13.4,0.0,2041.10932,0.0630729087496409,1100,1,2.0,4.0,Parabolic,"[18] Lo et al., Sci. Reports 9(1) (2019) 7266 > Table 1/Fig. 3 (AlSiTiCrNbMoTa at 1100°C, Parabolic kinetics)",45.7,0.0,443.52,1100,1,0.6020599913279624,AlSiTiCrNbMoTa
17.6,2.9,5.4,0.0,25.2,0.0,15.2,20.3,0.0,13.4,0.0,2041.10932,0.0630729087496409,1100,100,2.0,4.0,Parabolic,"[18] Lo et al., Sci. Reports 9(1) (2019) 7266 > Table 1/Fig. 3 (AlSiTiCrNbMoTa at 1100°C, Parabolic kinetics)",45.7,0.0,443.52,110000,1,0.6020599913279624,AlSiTiCrNbMoTa
17.6,2.9,5.4,0.0,25.2,0.0,15.2,20.3,0.0,13.4,0.0,2041.10932,0.0630729087496409,1100,200,2.0,4.0,Parabolic,"[18] Lo et al., Sci. Reports 9(1) (2019) 7266 > Table 1/Fig. 3 (AlSiTiCrNbMoTa at 1100°C, Parabolic kinetics)",45.7,0.0,443.52,220000,1,0.6020599913279624,AlSiTiCrNbMoTa
17.6,2.9,5.4,0.0,25.2,0.0,15.2,20.3,0.0,13.4,0.0,2041.10932,0.0630729087496409,1200,1,1.8,8.0,Parabolic,"[4] Lo et al., Intermetallics 119 (2020) 106711 > Table/Fig. (AlSiTiCrNbMoTa at 1200°C, Parabolic kinetics)",45.7,0.0,443.52,1200,1,0.9030899869919436,AlSiTiCrNbMoTa
17.6,2.9,5.4,0.0,25.2,0.0,15.2,20.3,0.0,13.4,0.0,2041.10932,0.0630729087496409,1200,100,1.8,8.0,Parabolic,"[4] Lo et al., Intermetallics 119 (2020) 106711 > Table/Fig. (AlSiTiCrNbMoTa at 1200°C, Parabolic kinetics)",45.7,0.0,443.52,120000,1,0.9030899869919436,AlSiTiCrNbMoTa
17.6,2.9,5.4,0.0,25.2,0.0,15.2,20.3,0.0,13.4,0.0,2041.10932,0.0630729087496409,1200,200,1.8,8.0,Parabolic,"[4] Lo et al., Intermetallics 119 (2020) 106711 > Table/Fig. (AlSiTiCrNbMoTa at 1200°C, Parabolic kinetics)",45.7,0.0,443.52,240000,1,0.9030899869919436,AlSiTiCrNbMoTa
0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1976.75,0.0422325817721237,1000,8,1.5,7.95,Parabolic,"[6] Gorr et al., Adv. Eng. Mater. 23(5) (2021) 2001047 > Table/Fig. (CrNbTiZr oxidation data)",25.0,25.0,0.0,8000,1,0.9003671286564703,CrNbTiZr
0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1976.75,0.0422325817721237,1000,16,1.5,7.95,Parabolic,"[6] Gorr et al., Adv. Eng. Mater. 23(5) (2021) 2001047 > Table/Fig. (CrNbTiZr oxidation data)",25.0,25.0,0.0,16000,1,0.9003671286564703,CrNbTiZr
0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1976.75,0.0422325817721237,1000,24,1.5,7.95,Parabolic,"[6] Gorr et al., Adv. Eng. Mater. 23(5) (2021) 2001047 > Table/Fig. (CrNbTiZr oxidation data)",25.0,25.0,0.0,24000,1,0.9003671286564703,CrNbTiZr
0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,2884.75,0.0303868562731381,1000,1,1.5,6.0,Parabolic,"[2] Senkov et al., Intermetallics 19(5) (2011) 698-706 > Table/Fig. (NbMoTaW oxidation data)",0.0,0.0,0.0,1000,1,0.7781512503836436,NbMoTaW
0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,2884.75,0.0303868562731381,1000,24,1.5,6.0,Parabolic,"[2] Senkov et al., Intermetallics 19(5) (2011) 698-706 > Table/Fig. (NbMoTaW oxidation data)",0.0,0.0,0.0,24000,1,0.7781512503836436,NbMoTaW
0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,2884.75,0.0303868562731381,1000,48,1.5,6.0,Parabolic,"[2] Senkov et al., Intermetallics 19(5) (2011) 698-706 > Table/Fig. (NbMoTaW oxidation data)",0.0,0.0,0.0,48000,1,0.7781512503836436,NbMoTaW
0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,2884.75,0.0303868562731381,1200,1,1.5,18.0,Parabolic,"[2] Senkov et al., Intermetallics 19(5) (2011) 698-706 > Table/Fig. (NbMoTaW oxidation data)",0.0,0.0,0.0,1200,1,1.255272505103306,NbMoTaW
0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,2884.75,0.0303868562731381,1200,24,1.5,18.0,Parabolic,"[2] Senkov et al., Intermetallics 19(5) (2011) 698-706 > Table/Fig. (NbMoTaW oxidation data)",0.0,0.0,0.0,28800,1,1.255272505103306,NbMoTaW
0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,2884.75,0.0303868562731381,1200,48,1.5,18.0,Parabolic,"[2] Senkov et al., Intermetallics 19(5) (2011) 698-706 > Table/Fig. (NbMoTaW oxidation data)",0.0,0.0,0.0,57600,1,1.255272505103306,NbMoTaW
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,2181.6000000000004,0.0377739694831149,1000,1,2.0,10.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (TiCrNbMoHf oxidation data)",20.0,0.0,0.0,1000,1,1.0,TiCrNbMoHf
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,2181.6000000000004,0.0377739694831149,1000,25,2.0,10.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (TiCrNbMoHf oxidation data)",20.0,0.0,0.0,25000,1,1.0,TiCrNbMoHf
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,2181.6000000000004,0.0377739694831149,1000,50,2.0,10.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (TiCrNbMoHf oxidation data)",20.0,0.0,0.0,50000,1,1.0,TiCrNbMoHf
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,2181.6000000000004,0.0377739694831149,1200,1,1.8,22.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (TiCrNbMoHf oxidation data)",20.0,0.0,0.0,1200,1,1.3424226808222062,TiCrNbMoHf
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,2181.6000000000004,0.0377739694831149,1200,25,1.8,22.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (TiCrNbMoHf oxidation data)",20.0,0.0,0.0,30000,1,1.3424226808222062,TiCrNbMoHf
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,2181.6000000000004,0.0377739694831149,1200,50,1.8,22.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (TiCrNbMoHf oxidation data)",20.0,0.0,0.0,60000,1,1.3424226808222062,TiCrNbMoHf
0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,2493.0,0.0293567933486251,800,1,1.8,15.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (ZrNbMoTa oxidation data)",0.0,25.0,0.0,800,1,1.1760912590556811,ZrNbMoTa
0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,2493.0,0.0293567933486251,800,24,1.8,15.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (ZrNbMoTa oxidation data)",0.0,25.0,0.0,19200,1,1.1760912590556811,ZrNbMoTa
0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,2493.0,0.0293567933486251,800,48,1.8,15.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (ZrNbMoTa oxidation data)",0.0,25.0,0.0,38400,1,1.1760912590556811,ZrNbMoTa
0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,2493.0,0.0293567933486251,1000,1,1.5,35.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (ZrNbMoTa oxidation data)",0.0,25.0,0.0,1000,1,1.5440680443502757,ZrNbMoTa
0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,2493.0,0.0293567933486251,1000,24,1.5,35.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (ZrNbMoTa oxidation data)",0.0,25.0,0.0,24000,1,1.5440680443502757,ZrNbMoTa
0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,2493.0,0.0293567933486251,1000,48,1.5,35.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (ZrNbMoTa oxidation data)",0.0,25.0,0.0,48000,1,1.5440680443502757,ZrNbMoTa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,33.34,2890.7198,0.0563119047002757,1000,1,1.5,5.0,Parabolic,"[6] Gorr et al., Adv. Eng. Mater. 23(5) (2021) 2001047 > Table/Fig. (HfTaW ternary oxidation data)",0.0,0.0,0.0,1000,1,0.6989700043360189,HfTaW ternary
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,33.34,2890.7198,0.0563119047002757,1000,24,1.5,5.0,Parabolic,"[6] Gorr et al., Adv. Eng. Mater. 23(5) (2021) 2001047 > Table/Fig. (HfTaW ternary oxidation data)",0.0,0.0,0.0,24000,1,0.6989700043360189,HfTaW ternary
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,33.34,2890.7198,0.0563119047002757,1000,48,1.5,5.0,Parabolic,"[6] Gorr et al., Adv. Eng. Mater. 23(5) (2021) 2001047 > Table/Fig. (HfTaW ternary oxidation data)",0.0,0.0,0.0,48000,1,0.6989700043360189,HfTaW ternary
0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,2486.5,0.0514441720269531,1000,1,1.6,8.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (TiMoHfW oxidation data)",0.0,0.0,0.0,1000,1,0.9030899869919436,TiMoHfW
0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,2486.5,0.0514441720269531,1000,24,1.6,8.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (TiMoHfW oxidation data)",0.0,0.0,0.0,24000,1,0.9030899869919436,TiMoHfW
0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,2486.5,0.0514441720269531,1000,48,1.6,8.0,Parabolic,"[3] Senkov et al., J. Mater. Res. 33(19) (2018) > Review dataset (TiMoHfW oxidation data)",0.0,0.0,0.0,48000,1,0.9030899869919436,TiMoHfW
0.0,0.0,21.25,0.0,15.0,0.0,21.25,21.25,0.0,21.25,0.0,2365.3625,0.0167864552798161,1000,1,1.8,15.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (Cr15MoNbTaTi variant)",15.0,0.0,0.0,1000,1,1.1760912590556811,Cr15MoNbTaTi
0.0,0.0,21.25,0.0,15.0,0.0,21.25,21.25,0.0,21.25,0.0,2365.3625,0.0167864552798161,1000,25,1.8,15.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (Cr15MoNbTaTi variant)",15.0,0.0,0.0,25000,1,1.1760912590556811,Cr15MoNbTaTi
0.0,0.0,21.25,0.0,15.0,0.0,21.25,21.25,0.0,21.25,0.0,2365.3625,0.0167864552798161,1000,50,1.8,15.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (Cr15MoNbTaTi variant)",15.0,0.0,0.0,50000,1,1.1760912590556811,Cr15MoNbTaTi
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,2338.4,0.0171292989005815,1000,1,2.0,10.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi equiatomic)",20.0,0.0,0.0,1000,1,1.0,CrMoNbTaTi
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,2338.4,0.0171292989005815,1000,25,2.0,10.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi equiatomic)",20.0,0.0,0.0,25000,1,1.0,CrMoNbTaTi
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,2338.4,0.0171292989005815,1000,50,2.0,10.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi equiatomic)",20.0,0.0,0.0,50000,1,1.0,CrMoNbTaTi
0.0,0.0,18.75,0.0,25.0,0.0,18.75,18.75,0.0,18.75,0.0,2311.4375,0.0173681705321525,1000,1,2.2,7.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi variant)",25.0,0.0,0.0,1000,2,0.8450980400142568,CrMoNbTaTi
0.0,0.0,18.75,0.0,25.0,0.0,18.75,18.75,0.0,18.75,0.0,2311.4375,0.0173681705321525,1000,25,2.2,7.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi variant)",25.0,0.0,0.0,25000,2,0.8450980400142568,CrMoNbTaTi
0.0,0.0,18.75,0.0,25.0,0.0,18.75,18.75,0.0,18.75,0.0,2311.4375,0.0173681705321525,1000,50,2.2,7.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi variant)",25.0,0.0,0.0,50000,2,0.8450980400142568,CrMoNbTaTi
0.0,0.0,21.25,0.0,15.0,0.0,21.25,21.25,0.0,21.25,0.0,2365.3625,0.0167864552798161,1200,1,1.6,30.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (Cr15MoNbTaTi variant)",15.0,0.0,0.0,1200,1,1.4771212547196624,Cr15MoNbTaTi
0.0,0.0,21.25,0.0,15.0,0.0,21.25,21.25,0.0,21.25,0.0,2365.3625,0.0167864552798161,1200,25,1.6,30.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (Cr15MoNbTaTi variant)",15.0,0.0,0.0,30000,1,1.4771212547196624,Cr15MoNbTaTi
0.0,0.0,21.25,0.0,15.0,0.0,21.25,21.25,0.0,21.25,0.0,2365.3625,0.0167864552798161,1200,50,1.6,30.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (Cr15MoNbTaTi variant)",15.0,0.0,0.0,60000,1,1.4771212547196624,Cr15MoNbTaTi
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,2338.4,0.0171292989005815,1200,1,1.8,20.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi equiatomic)",20.0,0.0,0.0,1200,1,1.3010299956639813,CrMoNbTaTi
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,2338.4,0.0171292989005815,1200,25,1.8,20.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi equiatomic)",20.0,0.0,0.0,30000,1,1.3010299956639813,CrMoNbTaTi
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,2338.4,0.0171292989005815,1200,50,1.8,20.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi equiatomic)",20.0,0.0,0.0,60000,1,1.3010299956639813,CrMoNbTaTi
0.0,0.0,18.75,0.0,25.0,0.0,18.75,18.75,0.0,18.75,0.0,2311.4375,0.0173681705321525,1200,1,2.0,14.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi variant)",25.0,0.0,0.0,1200,1,1.146128035678238,CrMoNbTaTi
0.0,0.0,18.75,0.0,25.0,0.0,18.75,18.75,0.0,18.75,0.0,2311.4375,0.0173681705321525,1200,25,2.0,14.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi variant)",25.0,0.0,0.0,30000,1,1.146128035678238,CrMoNbTaTi
0.0,0.0,18.75,0.0,25.0,0.0,18.75,18.75,0.0,18.75,0.0,2311.4375,0.0173681705321525,1200,50,2.0,14.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi variant)",25.0,0.0,0.0,60000,1,1.146128035678238,CrMoNbTaTi
14.29,0.0,14.29,14.26,14.29,0.0,14.29,14.29,0.0,14.29,0.0,2037.512528,0.0486543538895924,1000,1,1.5,20.0,Parabolic,"[17] Waseem & Ryu, J. Alloys Compd. 828 (2020) 154427 > Table/Fig. (Al14.29Ti14.29V14.26Cr14.29Nb14.29Mo14.29Ta14.29)",28.58,14.26,204.2041,1000,1,1.3010299956639813,Al14.29Ti14.29V14.26Cr14.29Nb14.29Mo14.29Ta14.29
14.29,0.0,14.29,14.26,14.29,0.0,14.29,14.29,0.0,14.29,0.0,2037.512528,0.0486543538895924,1000,25,1.5,20.0,Parabolic,"[17] Waseem & Ryu, J. Alloys Compd. 828 (2020) 154427 > Table/Fig. (Al14.29Ti14.29V14.26Cr14.29Nb14.29Mo14.29Ta14.29)",28.58,14.26,204.2041,25000,1,1.3010299956639813,Al14.29Ti14.29V14.26Cr14.29Nb14.29Mo14.29Ta14.29
14.29,0.0,14.29,14.26,14.29,0.0,14.29,14.29,0.0,14.29,0.0,2037.512528,0.0486543538895924,1000,50,1.5,20.0,Parabolic,"[17] Waseem & Ryu, J. Alloys Compd. 828 (2020) 154427 > Table/Fig. (Al14.29Ti14.29V14.26Cr14.29Nb14.29Mo14.29Ta14.29)",28.58,14.26,204.2041,50000,1,1.3010299956639813,Al14.29Ti14.29V14.26Cr14.29Nb14.29Mo14.29Ta14.29
0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1976.75,0.0422325817721237,1000,1,2.63,18.421,Cubic,"[6] Gorr et al., Adv. Eng. Mater. 23(5) (2021) 2001047 > Table/Fig. (CrNbTiZr oxidation data)",25.0,25.0,0.0,1000,2,1.2653132025542972,CrNbTiZr
0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1976.75,0.0422325817721237,1000,4,2.63,18.421,Cubic,"[6] Gorr et al., Adv. Eng. Mater. 23(5) (2021) 2001047 > Table/Fig. (CrNbTiZr oxidation data)",25.0,25.0,0.0,4000,2,1.2653132025542972,CrNbTiZr
0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1976.75,0.0422325817721237,1000,7,2.63,18.421,Cubic,"[6] Gorr et al., Adv. Eng. Mater. 23(5) (2021) 2001047 > Table/Fig. (CrNbTiZr oxidation data)",25.0,25.0,0.0,7000,2,1.2653132025542972,CrNbTiZr
18.0,12.0,16.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,1816.6776,0.0864603285155718,1000,1,3.8,1.8,Quartic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (AlCrFeMnNiWx variant; Al18Si12Ti16Cr18Nb18Mo18)",48.0,0.0,324.0,1000,3,0.255272505103306,Al18Si12Ti16Cr18Nb18Mo18
18.0,12.0,16.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,1816.6776,0.0864603285155718,1000,50,3.8,1.8,Quartic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (AlCrFeMnNiWx variant; Al18Si12Ti16Cr18Nb18Mo18)",48.0,0.0,324.0,50000,3,0.255272505103306,Al18Si12Ti16Cr18Nb18Mo18
18.0,12.0,16.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,1816.6776,0.0864603285155718,1000,100,3.8,1.8,Quartic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (AlCrFeMnNiWx variant; Al18Si12Ti16Cr18Nb18Mo18)",48.0,0.0,324.0,100000,3,0.255272505103306,Al18Si12Ti16Cr18Nb18Mo18
18.0,12.0,16.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,1816.6776,0.0864603285155718,1100,1,4.0,3.2,Quartic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (AlCrFeMnNiWx variant; Al18Si12Ti16Cr18Nb18Mo18)",48.0,0.0,324.0,1100,3,0.505149978319906,Al18Si12Ti16Cr18Nb18Mo18
18.0,12.0,16.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,1816.6776,0.0864603285155718,1100,50,4.0,3.2,Quartic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (AlCrFeMnNiWx variant; Al18Si12Ti16Cr18Nb18Mo18)",48.0,0.0,324.0,55000,3,0.505149978319906,Al18Si12Ti16Cr18Nb18Mo18
18.0,12.0,16.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,1816.6776,0.0864603285155718,1100,100,4.0,3.2,Quartic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (AlCrFeMnNiWx variant; Al18Si12Ti16Cr18Nb18Mo18)",48.0,0.0,324.0,110000,3,0.505149978319906,Al18Si12Ti16Cr18Nb18Mo18
